"Age","Work_Experience","Family_Size","Segmentation","Gender (to number)","Ever_Married (to number)","Graduated (to number)","Profession (to number)","Spending_Score (to number)","Var_1 (to number)","Segmentation (to number)","ID"
53,1,2,"D",0,1,1,4,2,1,0,553
40,1,2,"C",0,1,1,3,1,3,3,554
26,0,3,"A",0,1,1,3,1,3,1,555
65,0,2,"C",1,1,1,4,1,1,3,556
37,12,2,"A",1,0,1,4,0,1,1,557
25,0,4,"C",0,0,0,0,0,3,3,558
21,0,5,"D",1,0,0,1,0,5,0,559
25,0,4,"D",1,0,0,0,0,5,0,560
23,4,5,"D",0,0,0,0,0,1,0,561
30,1,6,"D",1,0,1,0,0,3,0,562
30,0,4,"D",1,0,0,6,0,1,0,563
42,0,4,"A",0,1,0,3,1,0,1,564
49,1,5,"C",0,1,1,3,1,1,3,565
32,0,3,"A",0,0,0,0,0,5,1,566
26,9,4,"D",0,1,0,5,2,1,0,567
67,1,2,"B",1,0,0,4,0,1,2,568
88,0,1,"A",0,1,0,5,0,1,1,569
40,8,4,"D",1,0,1,0,0,5,0,570
18,7,3,"D",0,0,0,0,0,4,0,571
61,7,5,"B",0,1,1,3,2,1,2,572
25,0,2,"A",1,1,0,1,1,0,1,573
35,6,3,"B",0,0,1,4,0,1,2,574
46,0,2,"C",0,1,0,5,2,1,3,575
53,2,3,"B",1,1,0,7,2,1,2,576
48,9,1,"D",0,1,1,3,0,1,0,577
75,1,2,"D",0,1,1,2,0,1,0,578
23,1,3,"D",0,0,0,0,0,0,0,579
29,1,2,"D",0,0,0,6,0,1,0,580
46,0,2,"B",0,1,0,4,0,1,2,581
61,1,1,"D",1,0,1,8,0,1,0,582
37,1,1,"B",1,0,0,4,0,1,2,583
23,6,5,"D",1,0,0,0,0,5,0,584
33,7,4,"D",1,0,0,0,0,6,0,585
41,0,2,"D",0,0,0,3,0,1,0,586
25,8,2,"A",0,1,1,3,1,1,1,587
33,2,3,"D",0,0,0,8,0,1,0,588
43,0,2,"A",0,1,0,6,0,1,1,589
25,1,2,"D",0,1,0,5,0,0,0,590
26,0,1,"A",1,0,0,1,0,1,1,591
22,1,5,"D",0,0,0,0,0,1,0,592
28,0,2,"D",0,1,0,4,1,1,0,593
36,7,1,"A",1,0,1,3,0,1,1,594
28,1,3,"C",1,0,0,0,0,0,3,595
85,1,4,"A",0,1,1,4,2,1,1,596
43,7,2,"A",0,1,1,0,2,1,1,597
82,1,2,"B",0,1,0,5,2,1,2,598
18,3,3,"D",1,0,0,0,0,5,0,599
53,1,2,"A",0,1,1,1,0,3,1,600
50,0,4,"B",0,1,1,4,1,1,2,601
39,9,6,"D",1,1,0,1,1,0,0,602
35,2,6,"B",1,1,0,1,1,5,2,603
33,1,3,"A",1,0,1,1,0,1,1,604
35,1,3,"C",1,1,1,0,0,1,3,605
48,0,4,"B",0,1,1,3,1,1,2,606
50,1,3,"C",1,1,1,4,2,0,3,607
47,0,4,"C",0,1,0,3,1,1,3,608
50,4,1,"C",1,0,1,4,0,1,3,609
26,10,1,"D",1,0,0,0,0,1,0,610
21,0,4,"D",0,0,0,0,0,1,0,611
61,1,4,"C",0,1,1,3,1,1,3,612
88,0,2,"B",1,1,0,2,2,1,2,613
72,1,2,"D",0,0,0,8,0,1,0,614
61,1,2,"B",0,1,1,4,0,1,2,615
51,1,5,"B",1,1,0,1,1,0,2,616
42,6,2,"B",0,0,1,4,0,3,2,617
59,8,3,"C",0,1,0,3,1,1,3,618
45,4,1,"A",1,0,1,0,0,1,1,619
85,0,2,"A",1,1,1,2,2,1,1,620
46,1,4,"B",0,1,1,6,1,1,2,621
32,0,2,"B",1,1,1,4,1,1,2,622
70,0,1,"C",1,1,1,1,0,1,3,623
30,1,4,"B",1,0,0,8,0,1,2,624
33,1,2,"A",1,0,1,1,0,1,1,625
37,0,1,"D",1,0,1,1,0,0,0,626
32,6,2,"B",0,1,1,3,0,5,2,627
52,0,2,"B",0,1,1,4,2,1,2,628
42,0,3,"B",1,1,0,3,1,1,2,629
47,3,2,"B",0,1,1,4,1,1,2,630
52,9,2,"C",1,1,1,4,0,1,3,631
66,0,3,"C",0,1,1,3,1,1,3,632
47,1,1,"D",1,1,1,8,0,1,0,633
52,1,3,"B",0,1,1,3,1,1,2,634
27,2,4,"D",0,0,0,0,0,3,0,635
56,0,5,"B",1,1,1,4,1,1,2,636
53,7,6,"A",1,1,0,1,1,0,1,637
45,1,4,"B",1,1,1,4,1,0,2,638
37,1,1,"D",1,0,0,7,0,4,0,639
36,2,4,"C",1,1,0,4,1,3,3,640
25,2,3,"D",0,0,1,3,0,4,0,641
45,1,2,"B",1,1,1,4,1,1,2,642
35,1,3,"A",0,0,1,3,0,3,1,643
72,1,2,"B",1,1,1,2,2,1,2,644
31,1,4,"D",1,1,0,4,0,1,0,645
47,4,3,"B",0,1,0,3,1,1,2,646
20,7,3,"D",0,0,0,0,0,1,0,647
73,1,2,"B",1,1,1,2,0,1,2,648
25,3,2,"D",0,1,0,3,1,3,0,649
52,0,4,"C",0,1,1,5,2,1,3,650
27,1,6,"C",1,0,1,4,0,1,3,651
52,1,4,"C",0,1,1,5,1,5,3,652
49,0,1,"C",1,1,1,4,0,1,3,653
45,0,1,"D",0,0,1,8,0,3,0,654
59,4,1,"B",0,1,1,4,0,0,2,655
18,8,5,"D",1,0,0,0,0,1,0,656
18,0,3,"D",0,0,0,0,0,1,0,657
55,1,1,"C",0,1,0,4,0,1,3,658
59,1,1,"A",1,0,1,3,0,1,1,659
22,0,2,"D",0,0,0,0,0,1,0,660
51,1,3,"C",0,1,1,4,1,1,3,661
35,0,5,"A",0,1,0,5,2,1,1,662
26,8,3,"D",1,0,0,5,0,1,0,663
38,1,2,"C",0,1,1,3,1,1,3,664
43,1,4,"A",0,1,1,6,0,3,1,665
41,1,2,"A",0,0,1,3,0,3,1,666
47,0,4,"C",0,1,1,4,1,3,3,667
71,1,1,"D",0,1,0,8,0,1,0,668
32,1,3,"A",1,0,1,3,0,1,1,669
60,1,3,"C",0,1,1,3,1,1,3,670
37,9,1,"A",1,0,1,4,0,5,1,671
48,9,1,"C",0,1,1,7,0,3,3,672
68,1,2,"C",1,1,1,4,1,1,3,673
51,0,3,"A",0,1,0,4,0,1,1,674
52,1,4,"C",0,1,1,5,0,1,3,675
31,13,4,"D",0,1,1,8,2,0,0,676
39,1,1,"A",0,0,0,1,0,1,1,677
50,4,3,"B",1,1,1,5,2,1,2,678
37,0,2,"C",0,1,1,4,0,1,3,679
50,1,3,"B",1,1,1,6,1,1,2,680
19,1,6,"D",0,0,0,0,0,1,0,681
53,14,2,"B",0,1,1,6,1,1,2,682
26,12,2,"B",1,1,1,4,1,1,2,683
37,8,3,"D",0,0,1,0,0,1,0,684
48,1,2,"D",1,1,0,2,2,1,0,685
19,0,4,"D",0,0,0,0,0,5,0,686
65,0,3,"B",1,1,1,2,2,1,2,687
73,1,1,"B",0,1,0,5,0,1,2,688
50,1,3,"B",1,1,1,4,1,1,2,689
70,0,1,"A",0,1,1,2,0,1,1,690
58,0,1,"D",0,1,1,1,0,1,0,691
18,1,2,"D",0,0,1,0,0,1,0,692
32,0,4,"D",0,0,0,0,0,1,0,693
40,4,1,"B",1,0,1,2,0,1,2,694
49,0,5,"A",1,0,1,8,0,1,1,695
35,8,1,"A",0,0,1,4,0,1,1,696
40,0,2,"B",1,1,1,1,0,5,2,697
30,12,4,"D",0,0,1,8,0,1,0,698
35,5,1,"A",1,0,1,4,0,1,1,699
28,0,5,"D",0,1,0,6,0,4,0,700
39,1,2,"D",0,1,1,0,1,1,0,701
39,1,8,"A",0,0,1,3,0,3,1,702
26,6,7,"D",1,1,1,1,2,0,0,703
36,0,3,"C",0,1,1,4,2,1,3,704
21,1,3,"D",0,0,0,0,0,2,0,705
45,2,1,"B",1,0,1,4,0,1,2,706
45,10,4,"B",0,1,0,3,1,1,2,707
63,0,3,"C",1,1,1,4,1,1,3,708
45,1,1,"A",1,0,1,4,0,1,1,709
27,9,2,"D",1,1,1,0,2,1,0,710
47,0,7,"A",0,1,0,5,0,0,1,711
36,6,4,"C",0,1,1,4,1,1,3,712
25,7,4,"C",0,0,0,6,0,1,3,713
32,0,7,"D",0,0,0,0,0,1,0,714
41,6,3,"A",0,1,0,5,2,0,1,715
50,9,4,"A",1,1,1,4,1,1,1,716
63,0,2,"C",1,1,1,4,2,1,3,717
62,1,1,"B",1,1,1,1,0,1,2,718
63,1,3,"C",0,1,1,8,2,1,3,719
36,5,2,"B",1,1,1,4,0,1,2,720
31,8,2,"C",1,1,0,1,0,0,3,721
45,8,2,"A",1,0,0,3,0,1,1,722
45,1,4,"B",1,1,1,4,1,1,2,723
26,1,3,"D",0,0,0,6,0,1,0,724
38,8,3,"D",1,0,1,8,0,0,0,725
74,1,2,"B",1,1,1,2,2,1,2,726
61,1,1,"C",0,0,1,2,0,1,3,727
70,1,2,"B",1,1,1,2,2,5,2,728
57,1,4,"C",1,1,1,4,1,1,3,729
20,1,3,"D",0,0,0,0,0,0,0,730
19,5,4,"D",0,0,0,0,0,5,0,731
52,1,3,"B",0,0,1,4,0,3,2,732
22,0,3,"D",0,0,0,8,0,0,0,733
25,1,4,"D",0,0,1,0,0,3,0,734
40,0,3,"A",1,1,0,1,0,1,1,735
53,1,2,"A",1,1,1,4,0,1,1,736
32,9,1,"A",1,0,1,4,0,1,1,737
70,0,2,"B",1,0,1,4,0,1,2,738
48,0,1,"A",0,0,1,1,0,5,1,739
75,1,2,"C",0,1,1,2,2,1,3,740
62,0,1,"B",0,1,1,4,0,1,2,741
41,1,6,"B",0,1,0,4,1,1,2,742
55,0,3,"C",0,1,1,4,1,1,3,743
20,4,3,"D",1,0,0,0,0,0,0,744
20,0,3,"D",0,0,0,0,0,0,0,745
56,1,3,"B",1,1,1,3,1,0,2,746
39,1,7,"D",0,1,0,5,2,0,0,747
35,1,2,"B",0,1,1,4,1,0,2,748
35,1,1,"A",1,0,0,1,0,0,1,749
33,0,2,"C",0,0,1,0,0,1,3,750
42,1,2,"A",0,0,1,4,0,1,1,751
35,5,2,"A",0,0,1,4,0,1,1,752
27,0,3,"A",1,0,0,0,0,1,1,753
33,6,2,"D",0,0,0,3,0,0,0,754
32,9,1,"D",1,0,1,4,0,1,0,755
35,4,2,"D",1,0,0,3,0,1,0,756
22,0,9,"D",0,0,0,0,0,1,0,757
40,3,4,"C",0,1,1,4,1,3,3,758
51,3,2,"C",0,1,1,4,1,1,3,759
82,1,2,"A",0,1,1,2,2,1,1,760
43,6,3,"B",0,1,1,4,1,1,2,761
29,9,4,"A",1,0,0,8,0,5,1,762
38,9,1,"B",1,0,1,4,0,1,2,763
37,0,3,"C",0,1,1,4,1,1,3,764
32,0,6,"D",0,0,1,0,0,2,0,765
26,5,4,"D",0,0,1,3,0,1,0,766
39,0,4,"A",0,1,1,3,1,3,1,767
43,0,1,"A",1,0,1,4,0,1,1,768
51,11,2,"C",0,1,1,6,1,1,3,769
52,0,2,"C",0,1,1,4,1,1,3,770
51,1,1,"A",0,0,0,3,0,1,1,771
33,0,5,"C",0,0,0,0,0,6,3,772
48,0,2,"C",0,1,1,4,0,1,3,773
78,1,2,"B",1,1,0,2,2,0,2,774
46,1,1,"A",0,1,1,4,0,1,1,775
26,0,7,"A",0,0,0,0,0,1,1,776
27,6,3,"D",0,1,0,1,0,1,0,777
37,0,4,"D",0,1,0,3,1,3,0,778
33,1,3,"B",1,0,1,8,0,6,2,779
57,0,1,"B",1,1,0,1,0,1,2,780
35,0,3,"A",0,0,1,3,0,3,1,781
26,1,3,"A",1,0,1,4,0,5,1,782
31,1,2,"A",0,0,1,6,0,1,1,783
56,2,2,"B",1,1,1,1,2,1,2,784
65,0,1,"D",0,1,1,2,0,0,0,785
23,7,3,"D",0,0,0,0,0,1,0,786
68,1,2,"B",0,1,0,5,2,1,2,787
32,9,1,"D",1,0,0,7,0,1,0,788
21,0,5,"D",1,0,0,0,0,1,0,789
25,1,2,"A",0,1,1,3,1,1,1,790
36,0,3,"B",1,1,1,3,1,1,2,791
25,3,1,"A",0,0,0,5,0,0,1,792
58,9,4,"C",0,1,1,4,1,1,3,793
66,1,2,"A",0,1,1,5,0,1,1,794
42,1,2,"A",1,0,1,4,0,1,1,795
36,13,2,"B",1,1,1,6,0,1,2,796
58,9,2,"B",0,1,0,4,0,1,2,797
36,0,1,"A",1,0,0,1,0,1,1,798
28,2,4,"C",0,0,0,0,0,1,3,799
45,4,2,"C",0,1,0,4,1,1,3,800
35,10,2,"A",1,1,0,3,0,3,1,801
59,11,3,"C",0,1,1,4,1,1,3,802
49,0,1,"A",0,1,1,3,0,1,1,803
51,0,1,"A",1,0,1,3,0,1,1,804
40,5,2,"A",0,0,1,4,0,1,1,805
74,1,1,"C",1,1,1,2,0,1,3,806
27,4,2,"D",0,0,1,0,0,1,0,807
70,0,2,"C",0,1,1,4,2,1,3,808
62,0,2,"C",1,1,1,2,0,1,3,809
37,9,1,"A",0,0,1,4,0,1,1,810
40,8,3,"D",1,0,0,0,0,3,0,811
52,1,4,"B",0,1,1,3,1,1,2,812
57,0,2,"C",1,1,1,5,1,1,3,813
37,8,3,"C",0,0,1,4,0,1,3,814
60,1,1,"B",0,1,1,4,0,1,2,815
43,7,3,"B",0,1,1,5,2,1,2,816
37,4,1,"B",0,1,1,3,0,1,2,817
59,1,3,"B",0,1,1,3,1,1,2,818
60,2,3,"B",1,1,1,4,0,0,2,819
69,1,3,"C",0,1,0,2,0,1,3,820
49,1,4,"C",0,1,1,5,2,1,3,821
23,1,5,"D",0,0,0,0,0,1,0,822
43,2,3,"B",1,1,1,4,1,1,2,823
22,1,7,"D",1,0,0,0,0,3,0,824
29,0,4,"C",0,0,0,0,0,1,3,825
26,0,2,"D",0,1,1,8,0,3,0,826
36,1,4,"B",1,1,0,4,1,0,2,827
55,1,1,"A",1,0,1,3,0,1,1,828
59,0,1,"B",1,1,1,1,0,3,2,829
53,2,3,"C",0,1,1,4,1,1,3,830
62,1,3,"B",0,1,1,4,1,3,2,831
73,0,3,"A",0,1,0,5,2,1,1,832
45,9,4,"D",0,1,0,6,2,1,0,833
28,1,4,"D",0,0,1,0,0,1,0,834
25,0,2,"A",0,0,0,8,0,0,1,835
52,1,3,"C",0,1,1,1,1,0,3,836
61,11,3,"A",0,1,1,3,1,1,1,837
27,1,4,"D",1,0,1,4,0,1,0,838
31,8,2,"B",0,1,1,3,1,1,2,839
40,1,4,"A",0,0,1,4,0,3,1,840
27,1,3,"B",0,0,1,4,0,1,2,841
60,6,1,"B",1,0,1,4,0,1,2,842
40,6,2,"A",0,1,1,0,2,1,1,843
32,5,2,"A",0,1,0,3,0,0,1,844
42,1,2,"B",1,1,1,1,0,1,2,845
32,0,2,"D",0,1,1,6,1,3,0,846
27,9,2,"B",0,0,1,4,0,1,2,847
29,1,5,"D",0,0,0,3,0,1,0,848
43,0,5,"A",0,0,1,3,0,5,1,849
48,1,2,"C",0,1,1,6,1,1,3,850
62,1,6,"B",0,1,0,3,1,1,2,851
42,7,2,"C",1,0,1,4,0,1,3,852
25,8,2,"B",0,1,1,4,1,1,2,853
61,1,4,"D",0,1,1,0,0,1,0,854
26,8,1,"D",1,0,0,7,0,1,0,855
27,1,4,"B",1,0,1,6,0,0,2,856
40,0,2,"B",1,1,1,4,0,1,2,857
23,0,4,"D",1,0,0,0,0,5,0,858
45,0,4,"B",0,1,1,5,2,1,2,859
37,9,1,"A",1,0,1,4,0,1,1,860
70,1,2,"A",0,1,0,8,0,1,1,861
37,1,2,"C",0,1,1,4,1,1,3,862
19,1,4,"D",1,0,0,6,0,1,0,863
63,1,5,"C",0,1,0,3,1,1,3,864
27,1,4,"C",1,0,1,0,0,5,3,865
30,1,3,"D",0,0,1,3,0,1,0,866
33,0,3,"D",1,0,1,6,0,1,0,867
25,2,2,"A",0,1,0,3,0,0,1,868
37,1,2,"C",1,0,1,3,0,2,3,869
30,0,3,"D",0,0,1,3,0,1,0,870
66,8,2,"C",1,1,1,1,1,1,3,871
31,0,1,"D",1,0,0,1,0,3,0,872
31,9,3,"D",1,0,1,1,0,1,0,873
45,8,5,"C",1,1,1,4,2,1,3,874
42,0,3,"A",0,1,0,3,0,0,1,875
46,1,2,"A",1,1,1,4,1,1,1,876
76,1,2,"B",1,1,1,2,2,1,2,877
25,8,4,"D",0,0,1,0,0,1,0,878
41,1,3,"B",1,1,1,1,1,0,2,879
49,0,2,"C",0,1,1,1,1,3,3,880
55,0,2,"B",0,1,0,4,0,1,2,881
66,3,2,"C",0,1,1,5,2,1,3,882
68,0,1,"C",1,1,1,4,0,1,3,883
26,1,2,"D",1,0,1,0,0,1,0,884
20,0,4,"D",0,0,0,0,0,1,0,885
50,1,3,"B",1,1,1,6,0,1,2,886
84,1,2,"A",1,1,1,4,2,1,1,887
43,12,5,"C",0,0,1,4,0,1,3,888
63,0,4,"B",1,1,1,3,1,1,2,889
37,9,1,"D",0,0,1,3,0,1,0,890
31,5,3,"A",0,1,0,1,1,3,1,891
26,1,3,"D",0,0,0,3,0,3,0,892
41,2,3,"D",0,1,1,3,1,0,0,893
62,1,2,"B",1,1,1,4,2,1,2,894
28,6,3,"A",1,1,0,1,0,1,1,895
89,0,2,"C",1,1,1,2,2,1,3,896
40,9,2,"B",1,0,1,1,0,0,2,897
23,0,4,"D",0,0,0,0,0,1,0,898
41,4,1,"A",0,0,1,4,0,1,1,899
78,1,2,"A",0,1,0,2,2,1,1,900
43,0,1,"A",1,0,1,1,0,3,1,901
57,0,4,"C",1,1,1,4,2,1,3,902
55,1,3,"C",0,1,1,5,2,1,3,903
27,11,1,"B",1,0,1,1,0,1,2,904
51,1,4,"C",0,1,1,5,2,1,3,905
35,9,4,"C",0,1,1,5,2,1,3,906
49,1,3,"A",0,1,1,3,1,4,1,907
33,7,2,"D",1,0,1,0,0,1,0,908
60,1,2,"C",1,1,1,4,1,1,3,909
52,8,3,"C",0,1,1,4,0,1,3,910
42,1,2,"C",1,0,1,4,0,6,3,911
28,2,3,"D",1,0,1,8,0,1,0,912
43,5,3,"B",1,1,1,4,2,1,2,913
25,0,4,"C",0,0,1,0,0,1,3,914
42,1,3,"C",0,1,1,4,1,5,3,915
41,1,4,"C",1,1,1,4,2,5,3,916
71,0,2,"C",1,1,1,2,0,1,3,917
42,0,2,"C",1,1,1,4,1,1,3,918
56,1,2,"C",0,1,1,4,1,1,3,919
41,6,2,"C",1,1,1,0,1,1,3,920
72,7,2,"A",0,1,1,3,0,1,1,921
30,1,4,"D",1,0,0,3,0,1,0,922
25,0,6,"C",1,0,1,3,0,5,3,923
33,0,4,"D",0,0,1,8,0,5,0,924
38,5,3,"A",0,1,0,5,2,1,1,925
60,9,2,"B",0,1,1,2,0,1,2,926
79,1,3,"A",1,1,0,2,2,1,1,927
38,9,4,"D",1,0,1,8,0,6,0,928
56,1,1,"C",0,1,1,4,1,1,3,929
73,2,1,"A",0,1,0,7,0,1,1,930
22,0,7,"D",1,0,0,0,0,1,0,931
42,1,3,"A",0,1,0,8,0,1,1,932
72,0,2,"B",0,1,0,2,2,1,2,933
33,0,3,"C",1,0,1,0,0,1,3,934
53,1,4,"B",0,1,1,5,1,1,2,935
25,1,5,"B",1,0,0,0,0,1,2,936
46,0,3,"C",0,1,1,4,1,1,3,937
60,1,1,"A",1,0,1,1,0,1,1,938
22,2,4,"C",0,0,0,6,0,1,3,939
22,9,5,"D",0,0,0,0,0,0,0,940
18,3,5,"D",0,0,0,0,0,1,0,941
39,0,3,"C",0,1,1,6,2,1,3,942
19,7,5,"D",0,0,0,0,0,3,0,943
30,7,1,"A",1,0,0,4,0,1,1,944
23,1,7,"D",0,0,0,0,0,3,0,945
48,4,1,"C",1,0,1,4,0,1,3,946
39,9,1,"A",0,1,1,4,0,0,1,947
56,0,1,"A",1,0,1,4,0,1,1,948
63,5,2,"C",0,1,0,4,1,1,3,949
71,1,4,"A",1,1,0,1,2,3,1,950
70,1,2,"B",1,1,1,3,2,1,2,951
84,1,1,"A",0,1,0,2,0,1,1,952
39,0,6,"C",0,1,1,5,2,1,3,953
42,6,4,"A",0,1,1,4,0,3,1,954
46,4,2,"B",0,1,1,4,0,1,2,955
63,0,3,"B",0,1,0,5,1,1,2,956
55,0,3,"C",1,1,0,4,0,1,3,957
42,1,2,"A",0,1,1,1,0,1,1,958
88,1,1,"D",1,1,1,2,0,1,0,959
43,5,2,"B",0,1,1,4,1,1,2,960
73,1,3,"C",0,1,1,5,2,1,3,961
30,0,5,"D",0,0,0,0,0,0,0,962
30,11,2,"A",0,1,0,6,1,3,1,963
46,1,3,"C",0,1,1,0,2,1,3,964
43,2,2,"C",1,1,1,4,1,1,3,965
36,1,3,"A",1,1,0,3,2,3,1,966
63,1,1,"A",0,1,1,3,0,1,1,967
35,7,2,"C",0,1,1,4,0,1,3,968
31,9,2,"B",1,0,1,4,0,1,2,969
26,2,2,"D",0,0,0,5,0,3,0,970
37,4,2,"A",0,1,0,6,1,1,1,971
26,1,2,"D",1,1,0,6,1,0,0,972
37,0,5,"A",0,1,0,3,0,0,1,973
53,1,3,"C",1,1,1,4,1,1,3,974
55,1,1,"A",1,0,1,4,0,3,1,975
42,9,6,"B",0,1,1,5,2,2,2,976
46,0,2,"C",1,1,1,4,1,1,3,977
63,0,1,"A",0,0,1,4,0,1,1,978
52,0,4,"B",0,1,1,3,0,0,2,979
28,12,2,"D",1,0,1,6,0,2,0,980
20,0,5,"D",1,0,0,0,0,0,0,981
60,4,3,"C",0,1,1,5,2,1,3,982
42,0,4,"B",0,1,1,0,1,0,2,983
46,1,6,"B",0,1,1,6,1,0,2,984
42,8,1,"B",1,0,1,4,0,1,2,985
46,1,4,"C",1,1,1,4,1,1,3,986
49,0,7,"D",0,1,0,0,0,0,0,987
89,0,2,"B",1,1,0,2,2,1,2,988
38,4,1,"B",1,1,0,3,0,1,2,989
51,3,4,"B",1,1,1,4,0,1,2,990
73,1,2,"C",0,1,1,4,2,5,3,991
30,1,4,"C",0,0,1,0,0,1,3,992
65,1,2,"B",1,1,1,2,1,1,2,993
36,0,1,"B",1,0,0,4,0,6,2,994
25,0,3,"B",1,0,1,0,0,6,2,995
43,0,4,"B",0,1,1,5,2,1,2,996
33,0,2,"C",1,1,1,7,2,3,3,997
30,14,1,"D",0,0,1,3,0,1,0,998
25,8,2,"A",1,0,1,1,0,1,1,999
49,4,4,"C",0,1,1,4,1,1,3,1000
31,9,1,"B",1,0,1,4,0,1,2,1001
27,14,8,"C",1,0,1,6,0,1,3,1002
33,11,3,"A",1,0,1,3,0,1,1,1003
35,1,2,"A",0,1,1,4,1,1,1,1004
19,1,5,"D",0,0,0,0,0,3,0,1005
25,0,5,"D",1,1,0,8,2,0,0,1006
57,4,4,"C",0,1,0,5,2,1,3,1007
45,1,4,"B",0,1,0,5,1,1,2,1008
47,3,3,"B",1,1,0,7,2,1,2,1009
33,9,2,"A",1,0,1,6,0,1,1,1010
45,3,1,"C",0,1,1,4,0,1,3,1011
27,1,3,"C",0,0,0,0,0,1,3,1012
38,0,1,"D",1,1,1,1,0,6,0,1013
38,0,3,"C",1,0,0,1,0,0,3,1014
87,1,1,"A",0,0,0,2,0,1,1,1015
30,0,3,"C",0,0,1,6,0,1,3,1016
57,0,7,"C",0,1,1,3,1,6,3,1017
63,9,2,"C",1,1,1,4,0,1,3,1018
50,9,3,"D",0,0,0,6,0,1,0,1019
68,0,2,"C",0,1,1,5,2,1,3,1020
33,1,2,"A",1,1,0,3,0,3,1,1021
37,0,2,"A",1,1,1,6,0,1,1,1022
25,0,6,"C",1,0,0,1,0,1,3,1023
29,0,5,"A",1,0,0,1,0,0,1,1024
32,3,2,"C",1,0,1,0,0,1,3,1025
68,0,1,"A",1,1,0,1,0,0,1,1026
86,1,2,"A",0,1,1,2,2,1,1,1027
49,0,3,"B",0,1,1,4,0,1,2,1028
32,12,2,"D",1,1,1,7,2,1,0,1029
28,1,4,"D",0,1,1,0,0,2,0,1030
83,1,1,"A",0,1,0,2,0,1,1,1031
63,14,1,"B",1,0,1,4,0,1,2,1032
65,0,2,"C",0,1,0,2,2,1,3,1033
38,1,3,"C",1,1,1,4,1,0,3,1034
61,1,1,"D",0,1,1,3,0,1,0,1035
46,8,2,"B",1,1,1,4,0,1,2,1036
30,1,2,"C",1,0,1,6,0,1,3,1037
22,0,5,"D",0,0,0,0,0,2,0,1038
42,1,2,"C",1,1,1,4,1,1,3,1039
57,0,7,"B",1,1,1,6,0,2,2,1040
49,6,2,"A",1,1,0,1,0,1,1,1041
25,1,3,"D",1,0,0,4,0,1,0,1042
31,0,1,"A",1,0,1,1,0,0,1,1043
25,1,5,"D",0,0,0,0,0,0,0,1044
33,0,5,"C",0,0,1,0,0,1,3,1045
29,9,6,"D",0,0,1,0,0,1,0,1046
38,0,4,"B",0,1,1,4,1,1,2,1047
62,8,2,"C",0,1,1,5,2,1,3,1048
59,0,1,"A",0,1,0,1,0,1,1,1049
27,3,5,"B",1,1,1,3,0,1,2,1050
51,0,3,"C",1,1,1,4,1,5,3,1051
59,0,3,"B",0,0,0,3,0,1,2,1052
37,12,1,"A",1,0,1,4,0,0,1,1053
37,9,4,"C",0,1,1,5,2,1,3,1054
30,0,2,"A",0,1,0,4,1,6,1,1055
43,0,2,"B",0,1,1,3,1,1,2,1056
40,6,2,"B",1,0,1,4,0,1,2,1057
30,1,5,"D",1,0,0,1,0,3,0,1058
40,9,2,"B",1,1,1,4,1,1,2,1059
62,2,3,"C",1,1,1,4,2,1,3,1060
22,0,8,"D",0,0,0,0,0,1,0,1061
66,1,2,"A",1,1,1,2,2,1,1,1062
67,10,1,"D",0,1,1,4,0,1,0,1063
50,1,3,"A",0,1,1,4,1,1,1,1064
27,5,3,"D",0,0,0,0,0,1,0,1065
28,1,3,"A",0,0,1,6,0,1,1,1066
45,1,2,"C",0,1,1,6,1,1,3,1067
59,1,2,"B",0,1,1,4,1,0,2,1068
19,1,2,"D",0,0,0,0,0,1,0,1069
62,1,4,"B",0,1,1,4,0,0,2,1070
28,6,3,"B",1,0,1,3,0,0,2,1071
25,1,4,"D",0,0,0,6,0,1,0,1072
36,0,2,"A",0,1,1,3,0,0,1,1073
33,2,2,"A",1,0,1,0,0,1,1,1074
59,0,4,"B",0,1,0,3,1,1,2,1075
20,4,4,"D",0,0,0,0,0,0,0,1076
23,0,5,"D",0,0,0,0,0,0,0,1077
46,10,2,"A",1,0,1,4,0,1,1,1078
74,1,2,"A",1,1,0,2,2,1,1,1079
26,8,1,"D",0,0,0,6,0,3,0,1080
41,1,3,"A",0,0,1,4,0,1,1,1081
30,0,2,"B",1,1,0,4,1,4,2,1082
70,1,2,"D",0,1,0,2,0,1,0,1083
50,1,3,"C",0,1,1,4,0,1,3,1084
40,1,3,"C",1,1,1,4,0,1,3,1085
39,8,1,"D",1,1,1,7,0,1,0,1086
88,1,2,"B",1,1,1,2,2,1,2,1087
19,1,3,"D",0,0,0,0,0,3,0,1088
45,6,1,"A",1,1,0,4,0,1,1,1089
35,0,1,"D",1,0,1,0,0,5,0,1090
53,0,3,"A",0,1,1,6,0,1,1,1091
38,1,3,"C",0,1,0,4,1,1,3,1092
36,9,3,"B",0,1,1,5,1,1,2,1093
63,0,4,"C",0,1,1,4,1,1,3,1094
31,1,2,"A",0,0,1,4,0,1,1,1095
25,3,1,"A",0,0,0,3,0,0,1,1096
52,1,2,"C",0,1,1,3,0,1,3,1097
19,1,4,"D",0,0,0,0,0,1,0,1098
30,0,4,"D",1,0,0,0,0,1,0,1099
59,0,5,"C",1,1,1,4,1,1,3,1100
25,1,3,"D",1,0,0,1,0,1,0,1101
77,0,1,"A",0,1,1,2,0,1,1,1102
58,1,2,"C",1,1,1,6,1,1,3,1103
38,6,4,"C",1,1,1,4,0,1,3,1104
