"ID","Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","Var_1","Segmentation"
364,"Male","Yes",33,"No","Engineer",0,"Average",2,"Cat_6","B"
365,"Female","No",25,"Yes","Artist",0,"Low",6,"Cat_6","A"
366,"Female","Yes",27,"Yes","Artist",0,"Average",2,"Cat_4","B"
367,"Male","Yes",35,"Yes","Artist",1,"High",3,"Cat_6","A"
368,"Female","Yes",41,"Yes","Artist",1,"Average",2,"Cat_6","C"
369,"Female","Yes",49,"Yes","Artist",3,"Average",3,"Cat_7","C"
370,"Female","Yes",46,"No","Artist",8,"Average",2,"Cat_6","B"
371,"Female","No",31,"No","Healthcare",3,"Low",2,"Cat_6","D"
372,"Male","No",49,"Yes","Doctor",3,"Low",1,"Cat_6","C"
373,"Female","No",26,"Yes","Artist",9,"Low",1,"Cat_6","A"
374,"Male","Yes",43,"Yes","Doctor",13,"High",2,"Cat_6","B"
375,"Female","Yes",30,"Yes","Artist",8,"Low",4,"Cat_6","A"
376,"Female","Yes",70,"Yes","Artist",1,"Average",4,"Cat_6","C"
377,"Female","No",28,"Yes","Artist",3,"Low",1,"Cat_6","D"
378,"Female","Yes",89,"No","Lawyer",3,"High",1,"Cat_6","D"
379,"Female","Yes",42,"No","Homemaker",6,"High",4,"Cat_6","B"
380,"Female","Yes",37,"Yes","Entertainment",6,"Average",3,"Cat_4","A"
381,"Male","Yes",29,"No","Executive",1,"Average",3,"Cat_6","D"
382,"Female","Yes",68,"Yes","Artist",1,"High",2,"Cat_6","C"
383,"Female","No",25,"No","Engineer",1,"Low",1,"Cat_4","D"
384,"Male","No",29,"No","Healthcare",1,"Low",3,"Cat_6","D"
385,"Female","Yes",48,"Yes","Doctor",0,"Low",2,"Cat_6","C"
386,"Female","Yes",51,"Yes","Doctor",1,"Average",3,"Cat_1","C"
387,"Female","Yes",40,"Yes","Engineer",1,"High",5,"Cat_2","B"
388,"Male","Yes",47,"Yes","Artist",0,"Average",6,"Cat_7","B"
389,"Male","Yes",39,"Yes","Executive",3,"High",3,"Cat_6","B"
390,"Male","Yes",35,"Yes","Executive",1,"Average",4,"Cat_6","C"
391,"Female","No",19,"No","Healthcare",2,"Low",3,"Cat_6","D"
392,"Female","No",21,"No","Healthcare",7,"Low",3,"Cat_6","D"
393,"Male","Yes",46,"Yes","Entertainment",0,"Average",3,"Cat_4","B"
394,"Male","Yes",86,"Yes","Lawyer",0,"Low",1,"Cat_6","B"
395,"Male","Yes",66,"Yes","Artist",0,"High",2,"Cat_6","B"
396,"Male","No",42,"No","Marketing",1,"Low",5,"Cat_4","D"
397,"Female","Yes",73,"Yes","Lawyer",1,"High",2,"Cat_6","B"
398,"Male","Yes",72,"No","Engineer",1,"Low",1,"Cat_6","A"
399,"Male","Yes",53,"Yes","Artist",0,"Low",3,"Cat_6","B"
400,"Female","Yes",39,"Yes","Artist",8,"Average",2,"Cat_6","C"
401,"Female","No",27,"No","Homemaker",9,"Low",1,"Cat_6","D"
402,"Male","Yes",63,"No","Entertainment",1,"Average",3,"Cat_6","B"
403,"Female","No",23,"No","Healthcare",1,"Low",3,"Cat_4","D"
404,"Female","No",30,"Yes","Entertainment",0,"Low",4,"Cat_6","B"
405,"Female","Yes",39,"Yes","Artist",5,"Average",2,"Cat_6","C"
406,"Male","Yes",26,"Yes","Artist",1,"Average",3,"Cat_6","B"
407,"Female","Yes",50,"Yes","Entertainment",7,"Low",3,"Cat_6","A"
408,"Female","Yes",45,"Yes","Artist",1,"Average",2,"Cat_6","C"
409,"Female","No",62,"No","Entertainment",2,"Low",1,"Cat_6","A"
410,"Female","No",27,"Yes","Doctor",1,"Low",3,"Cat_6","A"
411,"Male","Yes",57,"Yes","Entertainment",1,"Low",3,"Cat_6","A"
412,"Female","Yes",30,"No","Engineer",1,"Average",7,"Cat_4","A"
413,"Male","No",32,"No","Healthcare",7,"Low",4,"Cat_3","A"
414,"Male","No",47,"No","Artist",3,"Low",3,"Cat_5","B"
415,"Female","No",32,"Yes","Artist",4,"Low",4,"Cat_2","A"
416,"Female","Yes",32,"No","Engineer",5,"Low",3,"Cat_1","A"
417,"Male","Yes",67,"Yes","Doctor",1,"Average",4,"Cat_6","B"
418,"Female","Yes",77,"Yes","Lawyer",0,"High",2,"Cat_6","C"
419,"Male","No",31,"No","Entertainment",1,"Low",1,"Cat_4","A"
420,"Male","Yes",42,"Yes","Artist",0,"Low",3,"Cat_4","A"
421,"Male","Yes",50,"Yes","Artist",1,"Average",4,"Cat_2","C"
422,"Male","Yes",71,"Yes","Artist",0,"Average",5,"Cat_6","C"
423,"Female","Yes",72,"No","Lawyer",1,"Low",3,"Cat_6","A"
424,"Male","Yes",47,"Yes","Artist",3,"Low",3,"Cat_6","A"
425,"Male","Yes",45,"Yes","Artist",9,"Average",2,"Cat_6","C"
426,"Female","No",40,"No","Engineer",9,"Low",5,"Cat_4","A"
427,"Female","No",36,"Yes","Engineer",4,"Low",1,"Cat_6","A"
428,"Female","No",42,"Yes","Artist",3,"Low",1,"Cat_6","B"
429,"Male","No",30,"No","Healthcare",4,"Low",4,"Cat_6","D"
430,"Female","No",29,"Yes","Healthcare",2,"Low",4,"Cat_4","B"
431,"Male","No",28,"Yes","Engineer",0,"Low",5,"Cat_4","D"
432,"Male","Yes",85,"No","Lawyer",3,"Low",1,"Cat_6","D"
433,"Female","Yes",40,"Yes","Artist",1,"Average",2,"Cat_6","C"
434,"Female","Yes",52,"Yes","Artist",14,"Average",2,"Cat_6","C"
435,"Male","Yes",47,"Yes","Artist",0,"Low",3,"Cat_6","C"
436,"Male","No",26,"No","Artist",6,"Low",6,"Cat_5","D"
437,"Female","No",55,"Yes","Marketing",3,"Low",1,"Cat_6","B"
438,"Female","No",20,"No","Doctor",4,"Low",4,"Cat_6","D"
439,"Female","Yes",87,"Yes","Lawyer",0,"High",2,"Cat_6","C"
440,"Male","No",28,"No","Healthcare",0,"Low",2,"Cat_4","A"
441,"Male","No",38,"No","Artist",2,"Low",2,"Cat_3","A"
442,"Male","Yes",42,"No","Entertainment",1,"Low",2,"Cat_4","B"
443,"Male","Yes",42,"No","Marketing",0,"High",6,"Cat_4","A"
444,"Female","No",29,"No","Engineer",1,"Low",4,"Cat_6","D"
445,"Male","No",32,"Yes","Doctor",0,"Low",4,"Cat_6","A"
446,"Male","Yes",38,"No","Executive",3,"High",5,"Cat_4","D"
447,"Female","Yes",59,"No","Artist",1,"High",2,"Cat_6","C"
448,"Male","No",22,"No","Healthcare",0,"Low",2,"Cat_3","D"
449,"Female","No",26,"No","Homemaker",9,"Low",3,"Cat_4","D"
450,"Female","Yes",78,"Yes","Artist",1,"High",2,"Cat_6","C"
451,"Female","No",32,"Yes","Healthcare",0,"Low",3,"Cat_4","A"
452,"Male","Yes",37,"Yes","Artist",0,"Average",4,"Cat_7","C"
453,"Male","Yes",37,"Yes","Healthcare",1,"High",4,"Cat_6","B"
454,"Male","No",67,"No","Lawyer",3,"Low",2,"Cat_6","D"
455,"Male","Yes",47,"No","Artist",0,"High",4,"Cat_6","B"
456,"Female","Yes",68,"Yes","Lawyer",0,"High",2,"Cat_6","A"
457,"Male","No",30,"Yes","Healthcare",3,"Low",5,"Cat_1","C"
458,"Female","Yes",48,"Yes","Entertainment",2,"Low",1,"Cat_1","A"
459,"Female","No",43,"Yes","Artist",6,"Low",1,"Cat_6","C"
460,"Male","Yes",33,"Yes","Healthcare",9,"Low",2,"Cat_6","D"
461,"Male","Yes",31,"No","Healthcare",0,"Average",5,"Cat_4","D"
462,"Male","Yes",32,"Yes","Healthcare",1,"Low",2,"Cat_6","D"
463,"Female","No",21,"No","Healthcare",1,"Low",4,"Cat_2","D"
464,"Female","No",29,"No","Homemaker",2,"Low",4,"Cat_3","D"
465,"Female","Yes",35,"Yes","Artist",1,"Low",2,"Cat_4","A"
466,"Male","Yes",46,"No","Artist",0,"Low",3,"Cat_4","A"
467,"Female","Yes",38,"Yes","Artist",9,"High",2,"Cat_2","B"
468,"Female","No",32,"Yes","Healthcare",1,"Low",3,"Cat_6","C"
469,"Female","No",28,"Yes","Artist",3,"Low",7,"Cat_2","A"
470,"Female","Yes",68,"Yes","Lawyer",3,"Low",1,"Cat_6","A"
471,"Female","Yes",45,"Yes","Artist",4,"Low",1,"Cat_6","C"
472,"Male","Yes",58,"Yes","Artist",0,"Average",3,"Cat_7","C"
473,"Male","No",28,"No","Entertainment",1,"Low",2,"Cat_7","A"
474,"Female","No",32,"No","Healthcare",12,"Low",3,"Cat_6","A"
475,"Male","No",30,"Yes","Doctor",1,"Low",1,"Cat_3","B"
476,"Female","Yes",42,"No","Homemaker",3,"Average",4,"Cat_6","D"
477,"Male","No",41,"Yes","Artist",3,"Low",3,"Cat_6","C"
478,"Female","No",18,"No","Healthcare",6,"Low",4,"Cat_7","D"
479,"Female","Yes",29,"Yes","Healthcare",8,"Low",3,"Cat_3","D"
480,"Female","No",33,"Yes","Healthcare",0,"Low",3,"Cat_6","A"
481,"Male","No",47,"No","Artist",1,"Low",3,"Cat_4","A"
482,"Female","Yes",57,"Yes","Doctor",1,"Low",2,"Cat_7","A"
483,"Male","Yes",36,"Yes","Executive",1,"Low",3,"Cat_6","D"
484,"Male","Yes",57,"Yes","Executive",1,"High",3,"Cat_6","C"
485,"Male","No",18,"No","Healthcare",1,"Low",2,"Cat_6","D"
486,"Male","Yes",52,"Yes","Artist",1,"Average",6,"Cat_6","C"
487,"Female","Yes",37,"Yes","Entertainment",0,"Average",2,"Cat_1","B"
488,"Male","No",36,"Yes","Marketing",0,"Low",1,"Cat_6","A"
489,"Female","No",29,"Yes","Healthcare",9,"Low",3,"Cat_4","A"
490,"Male","Yes",45,"Yes","Artist",1,"Average",4,"Cat_3","C"
491,"Male","No",61,"Yes","Artist",0,"Low",1,"Cat_6","B"
492,"Male","Yes",52,"Yes","Entertainment",1,"Average",4,"Cat_6","A"
493,"Female","Yes",49,"Yes","Homemaker",14,"Low",1,"Cat_6","A"
494,"Male","Yes",40,"Yes","Entertainment",3,"Average",2,"Cat_4","B"
495,"Female","No",31,"No","Healthcare",1,"Low",5,"Cat_4","C"
496,"Male","Yes",42,"No","Entertainment",1,"Low",3,"Cat_4","A"
497,"Male","Yes",51,"Yes","Engineer",1,"Average",5,"Cat_6","C"
498,"Female","No",42,"Yes","Healthcare",8,"Low",1,"Cat_7","D"
499,"Male","No",29,"Yes","Doctor",1,"Low",4,"Cat_6","C"
500,"Female","No",33,"Yes","Healthcare",8,"Low",1,"Cat_4","A"
501,"Male","No",27,"Yes","Healthcare",3,"Low",3,"Cat_6","D"
502,"Female","No",21,"No","Healthcare",0,"Low",4,"Cat_2","D"
503,"Male","Yes",35,"No","Artist",9,"Average",3,"Cat_6","B"
504,"Female","No",42,"Yes","Doctor",0,"Low",1,"Cat_6","A"
505,"Female","No",41,"Yes","Artist",2,"Low",1,"Cat_6","C"
506,"Male","No",39,"Yes","Artist",0,"Low",3,"Cat_6","B"
507,"Female","No",28,"No","Doctor",14,"Low",1,"Cat_6","A"
508,"Female","Yes",45,"Yes","Engineer",3,"Average",3,"Cat_3","B"
509,"Female","Yes",61,"Yes","Doctor",1,"Average",2,"Cat_6","B"
510,"Male","Yes",62,"Yes","Artist",0,"Average",4,"Cat_6","C"
511,"Male","Yes",65,"Yes","Entertainment",1,"Average",2,"Cat_6","C"
512,"Male","Yes",45,"Yes","Doctor",1,"Average",2,"Cat_3","A"
513,"Female","Yes",26,"Yes","Engineer",9,"Low",2,"Cat_6","B"
514,"Female","No",25,"Yes","Artist",4,"Low",5,"Cat_6","C"
515,"Female","Yes",45,"Yes","Artist",1,"Average",4,"Cat_7","C"
516,"Male","Yes",43,"No","Executive",0,"High",4,"Cat_6","B"
517,"Male","Yes",49,"Yes","Executive",1,"High",3,"Cat_6","C"
518,"Male","Yes",55,"Yes","Artist",1,"Average",2,"Cat_6","C"
519,"Female","No",37,"Yes","Artist",3,"Low",1,"Cat_6","B"
520,"Male","Yes",65,"Yes","Entertainment",1,"High",2,"Cat_6","C"
521,"Female","No",39,"No","Engineer",0,"Low",3,"Cat_4","A"
522,"Female","Yes",40,"Yes","Artist",2,"Average",2,"Cat_6","C"
523,"Male","Yes",72,"Yes","Entertainment",1,"Average",3,"Cat_6","C"
524,"Female","No",38,"No","Homemaker",5,"Low",1,"Cat_2","B"
525,"Male","No",26,"No","Marketing",0,"Low",5,"Cat_6","D"
526,"Male","No",30,"Yes","Doctor",1,"Low",3,"Cat_4","D"
527,"Male","Yes",51,"Yes","Homemaker",1,"Low",3,"Cat_4","A"
528,"Male","No",57,"Yes","Marketing",1,"Low",4,"Cat_7","A"
529,"Female","No",31,"Yes","Healthcare",1,"Low",1,"Cat_6","D"
530,"Male","No",39,"Yes","Artist",0,"Low",1,"Cat_6","A"
531,"Female","No",30,"No","Engineer",0,"Low",4,"Cat_4","A"
532,"Female","Yes",43,"No","Artist",0,"Average",3,"Cat_4","A"
533,"Male","No",27,"Yes","Healthcare",8,"Low",1,"Cat_3","C"
534,"Female","Yes",46,"No","Artist",0,"Average",4,"Cat_3","C"
535,"Male","Yes",43,"No","Artist",1,"Low",2,"Cat_6","B"
536,"Male","Yes",28,"No","Entertainment",8,"Average",4,"Cat_7","D"
537,"Male","No",43,"Yes","Entertainment",9,"Low",1,"Cat_6","D"
538,"Female","No",27,"No","Healthcare",3,"Low",5,"Cat_7","D"
539,"Female","No",28,"Yes","Healthcare",1,"Low",3,"Cat_6","D"
540,"Male","No",33,"No","Artist",3,"Low",4,"Cat_6","D"
541,"Male","No",58,"No","Healthcare",4,"Low",2,"Cat_6","D"
542,"Female","No",38,"Yes","Engineer",8,"Low",4,"Cat_6","A"
543,"Female","No",31,"Yes","Artist",1,"Low",4,"Cat_6","D"
544,"Male","Yes",32,"No","Executive",4,"Average",5,"Cat_4","D"
545,"Male","Yes",45,"Yes","Artist",4,"Average",4,"Cat_6","C"
546,"Male","Yes",66,"Yes","Artist",1,"Low",3,"Cat_6","A"
547,"Female","Yes",51,"Yes","Artist",1,"Average",3,"Cat_6","C"
548,"Female","Yes",59,"Yes","Artist",3,"Average",2,"Cat_6","C"
549,"Female","No",40,"Yes","Engineer",3,"Low",1,"Cat_3","B"
550,"Male","Yes",46,"Yes","Artist",11,"Average",5,"Cat_6","C"
551,"Male","No",20,"No","Healthcare",1,"Low",6,"Cat_4","D"
552,"Female","Yes",84,"No","Lawyer",1,"High",2,"Cat_6","C"
553,"Female","No",41,"Yes","Marketing",3,"Low",1,"Cat_6","D"
554,"Male","Yes",51,"No","Artist",3,"Average",3,"Cat_6","C"
555,"Male","Yes",57,"Yes","Entertainment",8,"Average",5,"Cat_2","A"
556,"Female","No",33,"No","Doctor",0,"Low",1,"Cat_6","A"
557,"Male","No",25,"No","Marketing",3,"Low",3,"Cat_5","D"
558,"Male","Yes",55,"Yes","Artist",3,"Average",3,"Cat_4","A"
559,"Female","Yes",56,"Yes","Executive",3,"High",4,"Cat_1","A"
560,"Male","Yes",77,"Yes","Lawyer",1,"Low",1,"Cat_6","C"
561,"Male","Yes",30,"Yes","Healthcare",1,"Low",2,"Cat_6","A"
562,"Male","No",23,"No","Healthcare",6,"Low",5,"Cat_4","D"
563,"Female","No",43,"Yes","Artist",2,"Low",4,"Cat_6","B"
564,"Male","No",39,"Yes","Entertainment",5,"Low",1,"Cat_6","A"
565,"Male","Yes",29,"No","Executive",1,"High",2,"Cat_6","D"
566,"Male","Yes",37,"Yes","Doctor",3,"Low",2,"Cat_6","D"
567,"Female","Yes",45,"No","Engineer",2,"Low",2,"Cat_6","D"
568,"Male","Yes",48,"No","Executive",2,"High",2,"Cat_2","D"
569,"Male","Yes",27,"No","Entertainment",0,"Average",4,"Cat_6","A"
570,"Female","Yes",60,"No","Entertainment",9,"Low",4,"Cat_3","B"
571,"Male","Yes",45,"Yes","Entertainment",4,"Average",3,"Cat_2","B"
572,"Male","No",31,"Yes","Healthcare",3,"Low",1,"Cat_6","D"
573,"Male","No",33,"No","Doctor",1,"Low",4,"Cat_4","C"
574,"Female","Yes",48,"Yes","Artist",3,"Average",3,"Cat_6","B"
575,"Female","Yes",83,"No","Lawyer",3,"Low",2,"Cat_6","A"
576,"Male","Yes",57,"Yes","Executive",3,"Low",4,"Cat_2","A"
577,"Male","No",26,"Yes","Healthcare",3,"Low",3,"Cat_1","D"
578,"Male","Yes",51,"Yes","Artist",8,"Low",5,"Cat_6","A"
579,"Male","Yes",67,"No","Executive",2,"High",1,"Cat_6","C"
580,"Male","Yes",38,"Yes","Artist",9,"Average",2,"Cat_6","C"
581,"Female","No",40,"Yes","Doctor",0,"Low",1,"Cat_6","C"
582,"Female","Yes",45,"Yes","Artist",5,"Average",2,"Cat_6","B"
583,"Male","Yes",48,"Yes","Artist",0,"Average",4,"Cat_6","C"
584,"Female","Yes",69,"No","Lawyer",0,"Average",2,"Cat_6","C"
585,"Male","No",21,"No","Healthcare",9,"Low",5,"Cat_6","D"
586,"Female","Yes",48,"No","Engineer",1,"High",3,"Cat_6","B"
587,"Female","No",18,"No","Healthcare",3,"Low",3,"Cat_3","D"
588,"Male","Yes",72,"Yes","Artist",0,"Low",3,"Cat_4","C"
589,"Male","Yes",85,"No","Lawyer",3,"Low",1,"Cat_6","D"
590,"Female","No",21,"No","Marketing",1,"Low",5,"Cat_4","D"
591,"Female","Yes",48,"Yes","Artist",1,"Low",1,"Cat_4","A"
592,"Female","No",37,"Yes","Entertainment",6,"Low",3,"Cat_6","A"
593,"Male","No",28,"No","Healthcare",1,"Low",5,"Cat_4","D"
594,"Male","Yes",55,"Yes","Entertainment",1,"Low",2,"Cat_6","A"
595,"Female","No",56,"Yes","Artist",0,"Low",2,"Cat_6","C"
596,"Male","Yes",50,"Yes","Doctor",1,"Low",2,"Cat_6","C"
597,"Male","No",21,"No","Healthcare",1,"Low",4,"Cat_6","D"
598,"Male","No",18,"No","Healthcare",0,"Low",6,"Cat_6","D"
599,"Male","Yes",68,"Yes","Lawyer",0,"High",2,"Cat_6","B"
600,"Male","Yes",47,"Yes","Artist",13,"Low",1,"Cat_6","C"
601,"Male","Yes",75,"No","Lawyer",1,"High",2,"Cat_6","B"
602,"Male","Yes",50,"Yes","Artist",3,"Average",4,"Cat_2","C"
603,"Male","No",31,"Yes","Healthcare",0,"Low",4,"Cat_6","D"
604,"Female","No",30,"Yes","Artist",0,"Low",3,"Cat_6","A"
605,"Female","Yes",41,"Yes","Artist",0,"Low",4,"Cat_6","A"
606,"Female","Yes",35,"No","Healthcare",2,"Low",1,"Cat_6","A"
607,"Male","Yes",37,"Yes","Healthcare",0,"Low",1,"Cat_6","D"
608,"Male","Yes",60,"Yes","Entertainment",0,"Low",3,"Cat_6","D"
609,"Male","Yes",50,"Yes","Doctor",0,"Average",3,"Cat_6","C"
610,"Male","Yes",36,"Yes","Artist",0,"Average",2,"Cat_6","C"
611,"Female","No",26,"No","Marketing",3,"Low",3,"Cat_3","A"
612,"Male","No",22,"No","Healthcare",0,"Low",4,"Cat_4","D"
613,"Female","No",19,"No","Healthcare",0,"Low",3,"Cat_6","D"
614,"Female","Yes",45,"Yes","Artist",0,"Average",5,"Cat_6","C"
615,"Female","No",31,"No","Doctor",0,"Low",4,"Cat_6","D"
616,"Male","Yes",56,"Yes","Artist",0,"Average",3,"Cat_4","C"
617,"Female","No",25,"Yes","Healthcare",1,"Low",3,"Cat_6","B"
618,"Female","Yes",73,"Yes","Lawyer",1,"Low",1,"Cat_6","B"
619,"Male","Yes",62,"Yes","Doctor",1,"Average",4,"Cat_3","C"
620,"Male","Yes",46,"No","Entertainment",0,"Average",3,"Cat_6","A"
621,"Female","Yes",51,"Yes","Artist",3,"Low",3,"Cat_3","C"
622,"Male","Yes",25,"Yes","Executive",1,"High",2,"Cat_6","A"
623,"Male","No",27,"Yes","Marketing",1,"Low",2,"Cat_3","A"
624,"Male","Yes",87,"No","Executive",1,"Low",2,"Cat_6","A"
625,"Female","Yes",47,"Yes","Artist",0,"Low",1,"Cat_1","A"
626,"Male","Yes",57,"Yes","Artist",1,"Average",4,"Cat_6","C"
627,"Male","Yes",60,"Yes","Artist",0,"Average",4,"Cat_3","A"
628,"Male","Yes",40,"Yes","Executive",3,"High",5,"Cat_6","B"
629,"Female","No",32,"Yes","Doctor",7,"Low",3,"Cat_2","A"
630,"Male","No",28,"Yes","Healthcare",2,"Low",3,"Cat_6","D"
631,"Male","No",39,"Yes","Doctor",4,"Low",3,"Cat_6","C"
632,"Female","No",47,"Yes","Marketing",9,"Low",1,"Cat_6","D"
633,"Male","No",28,"No","Entertainment",1,"Low",3,"Cat_3","A"
634,"Male","Yes",69,"Yes","Artist",0,"Average",3,"Cat_6","A"
635,"Female","No",42,"Yes","Artist",0,"Low",1,"Cat_6","D"
636,"Female","Yes",46,"Yes","Engineer",1,"Low",1,"Cat_6","D"
637,"Female","No",23,"No","Marketing",3,"Low",3,"Cat_6","C"
638,"Male","No",45,"Yes","Artist",1,"Low",5,"Cat_6","C"
639,"Female","Yes",38,"Yes","Doctor",1,"Average",4,"Cat_6","B"
640,"Female","Yes",71,"No","Lawyer",1,"High",3,"Cat_6","D"
641,"Female","No",26,"No","Doctor",0,"Low",2,"Cat_6","D"
642,"Female","Yes",60,"Yes","Artist",8,"High",2,"Cat_6","C"
643,"Female","Yes",46,"Yes","Artist",1,"Average",2,"Cat_6","C"
644,"Male","Yes",39,"Yes","Entertainment",1,"Average",4,"Cat_3","C"
645,"Female","No",18,"No","Healthcare",1,"Low",3,"Cat_6","D"
646,"Male","Yes",26,"Yes","Doctor",1,"Average",2,"Cat_7","A"
647,"Male","Yes",53,"Yes","Artist",1,"High",2,"Cat_6","D"
648,"Male","Yes",40,"Yes","Entertainment",1,"Average",2,"Cat_3","C"
649,"Male","Yes",76,"No","Executive",3,"Low",7,"Cat_4","D"
650,"Male","Yes",26,"Yes","Entertainment",0,"Average",3,"Cat_3","A"
651,"Female","Yes",65,"Yes","Artist",0,"Average",2,"Cat_6","C"
652,"Female","No",37,"Yes","Artist",12,"Low",2,"Cat_6","A"
653,"Male","No",25,"No","Healthcare",0,"Low",4,"Cat_3","C"
654,"Female","No",21,"No","Engineer",0,"Low",5,"Cat_2","D"
655,"Female","No",25,"No","Healthcare",0,"Low",4,"Cat_2","D"
656,"Male","No",23,"No","Healthcare",4,"Low",5,"Cat_6","D"
657,"Female","No",30,"Yes","Healthcare",1,"Low",6,"Cat_3","D"
658,"Female","No",30,"No","Doctor",0,"Low",4,"Cat_6","D"
659,"Male","Yes",42,"No","Entertainment",0,"Average",4,"Cat_4","A"
660,"Female","Yes",81,"No","Lawyer",3,"High",2,"Cat_6","D"
661,"Male","Yes",49,"Yes","Entertainment",1,"Average",5,"Cat_6","C"
662,"Male","No",32,"No","Healthcare",0,"Low",3,"Cat_2","A"
663,"Female","Yes",43,"Yes","Artist",3,"Average",4,"Cat_2","B"
664,"Male","Yes",26,"No","Executive",9,"High",4,"Cat_6","D"
665,"Female","No",67,"No","Artist",1,"Low",2,"Cat_6","B"
666,"Male","Yes",88,"No","Executive",0,"Low",1,"Cat_6","A"
667,"Female","No",40,"Yes","Healthcare",8,"Low",4,"Cat_2","D"
668,"Male","No",18,"No","Healthcare",7,"Low",3,"Cat_1","D"
669,"Male","Yes",61,"Yes","Entertainment",7,"High",5,"Cat_6","B"
670,"Female","Yes",51,"Yes","Artist",3,"High",4,"Cat_6","C"
671,"Female","Yes",25,"No","Engineer",0,"Average",2,"Cat_4","A"
672,"Male","No",35,"Yes","Artist",6,"Low",3,"Cat_6","B"
673,"Male","Yes",46,"No","Executive",0,"High",2,"Cat_6","C"
674,"Female","Yes",53,"No","Homemaker",2,"High",3,"Cat_6","B"
675,"Male","Yes",48,"Yes","Entertainment",9,"Low",1,"Cat_6","D"
676,"Male","Yes",75,"Yes","Lawyer",1,"Low",2,"Cat_6","D"
677,"Male","No",23,"No","Healthcare",1,"Low",3,"Cat_4","D"
678,"Male","No",29,"No","Doctor",1,"Low",2,"Cat_6","D"
679,"Male","Yes",46,"No","Artist",0,"Low",2,"Cat_6","B"
680,"Female","No",61,"Yes","Marketing",1,"Low",1,"Cat_6","D"
681,"Female","No",37,"No","Artist",1,"Low",1,"Cat_6","B"
682,"Female","No",23,"No","Healthcare",6,"Low",5,"Cat_2","D"
683,"Male","No",21,"No","Healthcare",3,"Low",8,"Cat_6","D"
684,"Female","No",33,"No","Healthcare",7,"Low",4,"Cat_5","D"
685,"Male","No",41,"No","Entertainment",0,"Low",2,"Cat_6","D"
686,"Female","Yes",58,"Yes","Engineer",3,"High",4,"Cat_6","B"
687,"Male","Yes",25,"Yes","Entertainment",8,"Average",2,"Cat_6","A"
688,"Male","No",33,"No","Marketing",2,"Low",3,"Cat_6","D"
689,"Male","Yes",43,"No","Doctor",0,"Low",2,"Cat_6","A"
690,"Male","Yes",25,"No","Executive",1,"Low",2,"Cat_4","D"
691,"Female","No",26,"No","Engineer",0,"Low",1,"Cat_6","A"
692,"Male","No",22,"No","Healthcare",1,"Low",5,"Cat_6","D"
693,"Male","Yes",28,"No","Artist",0,"Average",2,"Cat_6","D"
694,"Female","No",36,"Yes","Entertainment",7,"Low",1,"Cat_6","A"
695,"Female","No",28,"No","Healthcare",1,"Low",3,"Cat_4","C"
696,"Male","Yes",85,"Yes","Artist",1,"High",4,"Cat_6","A"
697,"Male","No",30,"Yes","Entertainment",0,"Low",3,"Cat_6","D"
698,"Male","Yes",43,"Yes","Healthcare",7,"High",2,"Cat_6","A"
699,"Male","Yes",82,"No","Executive",1,"High",2,"Cat_6","B"
700,"Female","No",18,"No","Healthcare",3,"Low",3,"Cat_2","D"
701,"Male","Yes",53,"Yes","Engineer",1,"Low",2,"Cat_3","A"
702,"Male","Yes",50,"Yes","Artist",0,"Average",4,"Cat_6","B"
703,"Female","Yes",39,"No","Engineer",9,"Average",6,"Cat_4","D"
704,"Female","Yes",35,"No","Engineer",2,"Average",6,"Cat_2","B"
705,"Male","No",28,"Yes","Entertainment",3,"Low",3,"Cat_4","D"
706,"Female","No",33,"Yes","Engineer",1,"Low",3,"Cat_6","A"
707,"Female","Yes",35,"Yes","Healthcare",1,"Low",3,"Cat_6","C"
708,"Male","Yes",48,"Yes","Entertainment",0,"Average",4,"Cat_6","B"
709,"Female","Yes",50,"Yes","Artist",1,"High",3,"Cat_4","C"
710,"Male","Yes",47,"No","Entertainment",0,"Average",4,"Cat_6","C"
711,"Female","No",50,"Yes","Artist",4,"Low",1,"Cat_6","C"
712,"Male","Yes",56,"Yes","Artist",3,"Low",4,"Cat_3","A"
713,"Female","No",26,"No","Healthcare",10,"Low",1,"Cat_6","D"
714,"Male","No",21,"No","Healthcare",0,"Low",4,"Cat_6","D"
715,"Male","Yes",61,"Yes","Entertainment",1,"Average",4,"Cat_6","C"
716,"Female","Yes",88,"No","Lawyer",0,"High",2,"Cat_6","B"
717,"Male","No",72,"No","Marketing",1,"Low",2,"Cat_6","D"
718,"Male","Yes",61,"Yes","Artist",1,"Low",2,"Cat_6","B"
719,"Female","Yes",45,"No","Engineer",8,"Low",3,"Cat_6","A"
720,"Female","Yes",51,"No","Engineer",1,"Average",5,"Cat_4","B"
721,"Male","No",42,"Yes","Artist",6,"Low",2,"Cat_3","B"
722,"Male","Yes",59,"No","Entertainment",8,"Average",3,"Cat_6","C"
723,"Female","No",45,"Yes","Healthcare",4,"Low",1,"Cat_6","A"
724,"Female","Yes",68,"Yes","Artist",3,"Average",3,"Cat_6","C"
725,"Female","Yes",85,"Yes","Lawyer",0,"High",2,"Cat_6","A"
726,"Male","Yes",46,"Yes","Doctor",1,"Average",4,"Cat_6","B"
727,"Female","Yes",32,"Yes","Artist",0,"Average",2,"Cat_6","B"
